ID,propertyFullAddress,houseAddress,city,state,zip,propertyType,bedrooms,bathrooms,floors,sizeSqft,yearBuilt,redfinLink,zillowLink,createdDate,updatedDate,Owner
05ca7781-357a-441d-aff5-2f57c21e83b5,"12629 Wixom St, North Hollywood, CA, 91605",12629 Wixom St,North Hollywood,CA,91605,Single Family,3,2,1,1226,1964,,https://www.zillow.com/homes/12629%20Wixom%20St%2C%20North%20Hollywood%2C%20CA%2091605%2C%20USA_rb/,6/3/25,6/3/25,03839c70-7508-4e6d-b906-4df699fc5aa1
9344f5a4-06af-42bb-9983-046070350af0,"3562 Alana Dr, Sherman Oaks, CA, 91403",3562 Alana Dr,Sherman Oaks,CA,91403,Single Family,4,4,1,2835,1962,,https://www.zillow.com/homedetails/3562-Alana-Dr-Sherman-Oaks-CA-91403/19990678_zpid/,6/3/25,6/3/25,03839c70-7508-4e6d-b906-4df699fc5aa1
cc00a341-fbf5-4940-8b58-e291351a57cd,"7954 Ledge Ave, Sun Valley, CA, 91352",7954 Ledge Ave,Sun Valley,CA,91352,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
0a50c226-c166-4490-b555-6964ca44823c,"24603 Cordera Ct, Santa Clarita, CA, 91355",24603 Cordera Ct,Santa Clarita,CA,91355,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
c39f7d04-6f9d-42a0-8b7f-41a7be78f458,"4725 Morella Avenue, Valley Village, CA, 91607",4725 Morella Avenue,Valley Village,CA,91607,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
4bea57ee-b633-4919-a10c-0de2c5071886,"9602 Creemore Pl, Tujunga, CA, 91042",9602 Creemore Pl,Tujunga,CA,91042,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
15ce8237-3782-4328-ab44-a370fc5b7f79,"237 Vista Royale Cir E, Palm Desert, CA, 92211",237 Vista Royale Cir E,Palm Desert,CA,92211,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
10478775-3f31-4135-81d9-b872a2b10aa4,"21626 Agajanian Ln, Santa Clarita, CA, 91350",21626 Agajanian Ln,Santa Clarita,CA,91350,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
9b06771f-951e-421d-9f2b-a35cee36ea1b,"29633 Windsong Lane, Agoura, CA, 91301",29633 Windsong Lane,Agoura,CA,91301,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
505396a9-43b0-4c47-adf2-d03639747088,"17024 Napa St, Northridge, CA, 91325",17024 Napa St,Northridge,CA,91325,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
1d2f46fb-049c-4198-87a5-711bc5fd4d53,"3510 Rubio Crest Dr, Altadena, CA, 91001",3510 Rubio Crest Dr,Altadena,CA,91001,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
3e8aea94-83ec-455f-8c88-d33651217cae,"12013 Califa St., Valley Village, CA, 91607",12013 Califa St.,Valley Village,CA,91607,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
42bc0a13-af18-4484-946e-7719f0a3001f,"22101 Cairnloch St, Calabasas, CA, 91302",22101 Cairnloch St,Calabasas,CA,91302,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
940909ac-478a-40ce-ac41-bf10910bd1a3,"1381 Sunflower Circle, Palm Springs, CA, 92262",1381 Sunflower Circle,Palm Springs,CA,92262,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
c30c7691-704d-46be-955c-6fe482bd519d,"6501 Graves Ave, Van Nuys, CA, 91406",6501 Graves Ave,Van Nuys,CA,91406,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
16cab7cb-297f-4a80-9046-a678c18baaa0,"5034 Vincent Ave, Eagle Rock, CA, 90041",5034 Vincent Ave,Eagle Rock,CA,90041,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
f4104f95-244c-489c-8564-82e8e23217ed,"5803 Bowcroft Street unit 3, Los Angeles, CA, 90016",5803 Bowcroft Street unit 3,Los Angeles,CA,90016,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
19423edd-694d-43d9-8ed9-19235dcb6f7b,"24125 Albers Street, Woodland Hills, CA, 91367",24125 Albers Street,Woodland Hills,CA,91367,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
71ebe05a-c16a-43e7-83e8-1c9f7c4ddb69,"1848 Stow St, Simi Valley, CA, 93063",1848 Stow St,Simi Valley,CA,93063,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
3a980d93-2eb9-423c-a754-d96ce729c2e7,"10381 Lorraine Ln, Cypress, CA, 90630",10381 Lorraine Ln,Cypress,CA,90630,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
336d59c5-3314-4f43-be82-5bd4b18b739b,"7226 Newcastle Ave, Reseda, CA, 91335",7226 Newcastle Ave,Reseda,CA,91335,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
59c99be2-f233-41f2-b91d-94c5d3ec788a,"152 Maegan Pl, Thousand Oaks, CA, 91362",152 Maegan Pl,Thousand Oaks,CA,91362,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
d9265c6f-a9a8-4647-b684-e457a6bd0209,"1186 Forest Ave, Ojai, CA, 93023",1186 Forest Ave,Ojai,CA,93023,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
20a8e5f3-7840-46f1-9aa3-d1cda3d4e568,"77670 Los Arboles Dr, La Quinta, CA, 92253",77670 Los Arboles Dr,La Quinta,CA,92253,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
0b4218ff-46bd-4c16-8aeb-9962a5cb4949,"123 street, la la land, CA, 91111",123 street,la la land,CA,91111,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
d090ebaa-c4e8-48f7-bcee-d9857c0afc5e,"1134 Yukon Dr, Lake Arrowhead, CA, 92352",1134 Yukon Dr,Lake Arrowhead,CA,92352,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
5380116b-9934-45a6-a829-2c44f0cd1b5c,"317 S Holt Ave, Los Angeles, CA, 90048",317 S Holt Ave,Los Angeles,CA,90048,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
5dfb7568-dce2-4878-b76a-52809a72eb1f,"4702 Fulton Ave. unit 305, Sherman Oaks, CA, 91423",4702 Fulton Ave. unit 305,Sherman Oaks,CA,91423,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
fa0b1526-342e-45d1-96bf-f9d543e32297,"24403 Doble Ave, Harbor City, CA, 90710",24403 Doble Ave,Harbor City,CA,90710,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
15dc7f81-c5ce-4885-a94a-6e5fc96f401b,"3225 Montrose Ave, Glendale, CA, 91214",3225 Montrose Ave,Glendale,CA,91214,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
44da0b45-b0c6-4682-aaec-ad10c9743763,"1630 South Bentley Avenue, Los Angeles, CA, 90025",1630 South Bentley Avenue,Los Angeles,CA,90025,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
08b8155c-e92b-4b21-9c20-d073ff9ec6ba,"17815 Silverstream Dr, Santa Clarita, CA, 91387",17815 Silverstream Dr,Santa Clarita,CA,91387,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
22dc4979-afe2-491c-99d8-4e2cb532738a,"5642 Murietta Ave, Valley Glen, CA, 91401",5642 Murietta Ave,Valley Glen,CA,91401,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
bf151c94-08bc-4c42-8e48-e60316cdd9fd,"17130 Clemons Dr, Encino,  CA, 91346",17130 Clemons Dr,Encino,CA,91346,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
49d3d2ff-bbcf-4337-8333-5f317f7cfadf,"11111 Agent Drive, Hwood, CA, 12345",11111 Agent Drive,Hwood,CA,12345,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
8921dca5-8980-4d16-b762-11f54e5b6ed7,"51345 Calle Paloma, La Quinta, CA, 92253",51345 Calle Paloma,La Quinta,CA,92253,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
238f8fe9-8f13-48aa-a5a9-87ebf1858e56,"4910 Tarzana Woods Dr, Tarzana, CA, 91356",4910 Tarzana Woods Dr,Tarzana,CA,91356,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
5ff25637-b289-4c3d-96a5-c26c7d13185f,"37351 Purple Shadow Rd, Palm Desert, CA, 92211",37351 Purple Shadow Rd,Palm Desert,CA,92211,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
596043ab-70fd-4d03-b44e-7ae0ad2d00dc,"18760 Malden St, Northridge, CA, 91324",18760 Malden St,Northridge,CA,91324,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
72545677-67b6-440c-87d5-612a6ef374d7,"17448 Nordhoff St, Northridge, CA, 91325",17448 Nordhoff St,Northridge,CA,91325,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
178befa3-a57b-4a39-b2e9-e7a33d97d9ed,"18837 Hatteras St unit 104, Tarzana, CA, 91356",18837 Hatteras St unit 104,Tarzana,CA,91356,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
fd82a8ec-4000-46b8-baf3-5876e617b398,"5949 Amondo Circle, Simi Valley, CA, 93063",5949 Amondo Circle,Simi Valley,CA,93063,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
41fa1b43-5e1b-47c7-856c-e5b694d66538,"11242 Kling St, Toluca Lake, CA, 91602",11242 Kling St,Toluca Lake,CA,91602,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
8b725e3d-b784-4c0a-a02e-66d3ff1f0ce3,"44120 planet circle, Lancaster, CA, 93536",44120 planet circle,Lancaster,CA,93536,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
b1bc660e-6c84-4797-9cf5-cf444eda78a9,"26502 Country Road, Valencia, CA, 91354",26502 Country Road,Valencia,CA,91354,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
7f7fb818-2be8-4d53-be46-67f5ca47cdce,"8323 Grenoble St Unit 37, Sunland, CA, 91040",8323 Grenoble St Unit 37,Sunland,CA,91040,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
e3368004-13fd-4787-be9b-2208c8fdc484,"27868 Via Sarasate, Mission Viejo, CA, 92692",27868 Via Sarasate,Mission Viejo,CA,92692,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
001f9c6d-77b4-467c-bab3-85956e35d92c,"2100 S Spaulding Ave, Los Angeles, CA, 90016",2100 S Spaulding Ave,Los Angeles,CA,90016,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
90e9cd55-2542-4ad5-9782-8fe591aef219,"28913 Gladiolus Drive, Santa Clarita, CA, 91387",28913 Gladiolus Drive,Santa Clarita,CA,91387,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
3a0a94b2-45cc-4d96-9090-9acac74e8119,"2755 Raymond Ave, Los Angeles, CA, 90007",2755 Raymond Ave,Los Angeles,CA,90007,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
7b7ffc83-1394-4c2b-9b69-3c5086d49dad,"255 East Avenida Granada suite 421, Palm Springs, CA, 92264",255 East Avenida Granada suite 421,Palm Springs,CA,92264,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
9e28bda8-a794-4f19-a701-078d706bbd71,"11108 Summertime Lane, Culver City , CA, 90230",11108 Summertime Lane,Culver City,CA,90230,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
ee3d1723-f7d6-4f6a-abfb-7b7589c3fca4,"1135 chisolm trail, Diamond bar , CA, 91765",1135 chisolm trail,Diamond bar,CA,91765,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
edd00cc7-8eec-40fc-8eb9-efafc1be54f0,"3200 Grandeur Ave, Altadena, CA, 91001",3200 Grandeur Ave,Altadena,CA,91001,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
67e4273a-49a8-4c19-99d0-0b389af37eca,"23007 Del Valle Street, Woodland Hills, CA, 91364",23007 Del Valle Street,Woodland Hills,CA,91364,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
9920f6e6-211a-47c6-a6c1-89ae1623d3ff,"69288 Cascades Ct, Cathedral City, CA, 92234",69288 Cascades Ct,Cathedral City,CA,92234,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
ea3e1e73-094b-4b4c-bb30-42aa1959c624,"7832 Louise Avenue , Los Angeles, CA, 91325",7832 Louise Avenue,Los Angeles,CA,91325,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
1ad3e337-3a2c-4e32-89a3-cf20fedf50f4,"76933 Calle Mazatlan, La Quinta, CA, 92253",76933 Calle Mazatlan,La Quinta,CA,92253,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
2b6a5552-7890-4d24-824c-f88e5951cff1,"12751 Magnolia Blvd, Valley Village, CA, 91607",12751 Magnolia Blvd,Valley Village,CA,91607,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
44f4cf49-da8e-4f72-a26e-72caaac5e165,"3524 Community Avenue, Glendale, CA, 91214",3524 Community Avenue,Glendale,CA,91214,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
add2dbb9-1d95-4656-ad35-9595fe49150d,"14340 Sequoia Rd, Canyon Country, CA, 91387",14340 Sequoia Rd,Canyon Country,CA,91387,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
be088059-09b6-464a-84dd-6a8ff7d5e24b,"3505 Cadillac Ave suite 202, Costa Mesa, CA, 92626",3505 Cadillac Ave suite 202,Costa Mesa,CA,92626,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
eed2408b-e0e7-4c5c-8c64-9032f803da84,"46 Vista Encantada, Rancho Mirage, CA, 92270",46 Vista Encantada,Rancho Mirage,CA,92270,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
e98acd9d-a837-48a9-a474-18961528457f,"5757 Owensmouth Ave unit 9, Woodland Hills, CA, 91364",5757 Owensmouth Ave unit 9,Woodland Hills,CA,91364,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
e8a3e257-0ee0-4803-bc59-f1b1876c7e23,"52198 Avenida Martinez, La Quinta, CA, 92253",52198 Avenida Martinez,La Quinta,CA,92253,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
5638af30-c508-466a-b22f-dba5c5858c5f,"1210 North Via Donna, Palm Springs, CA, 92262",1210 North Via Donna,Palm Springs,CA,92262,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
d4c89cfc-9af5-4575-bef6-423f4eb215ba,"21925 Altaridge Dr, Topanga , CA, 90290",21925 Altaridge Dr,Topanga,CA,90290,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
d8112028-d0fe-4b2a-9f67-14e1d76a669e,"20720 Medley Lane, Topanga, CA, 90290",20720 Medley Lane,Topanga,CA,90290,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
2652dcde-0fb0-4765-bebb-f7efa5a0dea2,"3651 Alta Mesa Dr, Studio City, CA, 91604",3651 Alta Mesa Dr,Studio City,CA,91604,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
b2e6515f-de41-4bc0-82d1-b1cb909d6338,"4144 Woodman Ave, Sherman Oaks, CA, 91423",4144 Woodman Ave,Sherman Oaks,CA,91423,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
5a430759-b784-48b9-b0bb-5c6674fc4332,"463 Desert Falls Drive North, Palm Desert, CA, 92211",463 Desert Falls Drive North,Palm Desert,CA,92211,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
360c6032-61c1-4936-9ab1-feb4ac1124e3,"14827 Hartsook St., Sherman oaks, CA, 91403",14827 Hartsook St.,Sherman oaks,CA,91403,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
1a2272e8-923f-417f-994a-5d40d61c0a2a,"1610 W Ave L8, Lancaster, CA, 93534",1610 W Ave L8,Lancaster,CA,93534,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
4b696083-3de6-43d7-9aec-8f00ed2b20eb,"1519 N Rose St , Burbank, CA, 91505",1519 N Rose St,Burbank,CA,91505,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
65d9a90f-849f-42c5-9c07-96a6b63e6c5a,"20225 Keswick St, Winetka, CA, 91306",20225 Keswick St,Winetka,CA,91306,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
825d5e81-6fd9-4d79-af7f-e00548254fc6,"11326 Sheldon St, Sun Valley, CA, 91352",11326 Sheldon St,Sun Valley,CA,91352,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
567d6656-20da-4895-9d47-7cf6a929845e,"23732 kittridge St, West Hills, CA, 91307",23732 kittridge St,West Hills,CA,91307,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
540c3912-72dc-4e18-baab-3dd05c523703,"17148 Lorne Street, Lake Balboa, CA, 91406",17148 Lorne Street,Lake Balboa,CA,91406,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
a8a63392-67ba-4a53-92d1-32188b51cb12,"4915 Tyrone Ave, Sherman Oaks, CA, 91423",4915 Tyrone Ave,Sherman Oaks,CA,91423,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
ca570901-5b91-4d75-97d8-a37c6b1685f0,"20284 E Arrow Hwy A, Covina , CA, 91724",20284 E Arrow Hwy A,Covina,CA,91724,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
85f9571a-459d-48e8-b3aa-7a083c6a6598,"13725 La Maida St, Sherman Oaks, CA, 91423",13725 La Maida St,Sherman Oaks,CA,91423,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
e25e45f6-926d-42a9-b948-cf4773317769,"46700 Mountain Cove Drive suite 9, Indian Wells, CA, 92210",46700 Mountain Cove Drive suite 9,Indian Wells,CA,92210,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
1ed5fef1-1b9d-4ff0-8397-b3d9ab793b0d,"45155 Desert Air, La Quinta, CA, 92253",45155 Desert Air,La Quinta,CA,92253,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
43272c3c-40f3-4e68-9d0c-16bcf0168285,"5132 Tendilla , Woodland Hills, CA, 91364",5132 Tendilla,Woodland Hills,CA,91364,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
df82038f-2f97-4271-a61c-4873f53e4a36,"5283 Tendilla Avenue, Woodland Hills, CA, 91364",5283 Tendilla Avenue,Woodland Hills,CA,91364,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
a9154996-f9f3-42b8-b8a7-ed3cd1421477,"2065 Tangerine Court, Palm Springs, CA, 92262",2065 Tangerine Court,Palm Springs,CA,92262,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
075d8c33-b47b-43cc-a26a-1465bac8cc30,"3015 Division St 108, Glassell Park, CA, 90065",3015 Division St 108,Glassell Park,CA,90065,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
fcf8396e-02c4-493b-8990-270048eab62b,"10657 Wheatland Ave, Sunland, CA, 91040",10657 Wheatland Ave,Sunland,CA,91040,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
1a01bf1d-8aeb-419f-b712-60e25d2bb430,"4831 Biloxi Avenue , North Hollywood, CA, 91601",4831 Biloxi Avenue,North Hollywood,CA,91601,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
ece61dcd-8dcd-4ca4-83c8-c61deb921f59,"25310 Clear View Court, Santa Clarita, CA, 91350",25310 Clear View Court,Santa Clarita,CA,91350,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
5bb347fe-dccd-47f8-becb-8b8e03f9426e,"1932 S Durango Ave, Los Angeles, CA, 90034",1932 S Durango Ave,Los Angeles,CA,90034,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
ebce40ee-3bbb-4bcf-8c2d-0c45c091c7fe,"1850 Upperton Avenue, Los Angeles, CA, 90042",1850 Upperton Avenue,Los Angeles,CA,90042,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
b5f10203-b12f-4ef3-8a88-3f172fe1e2c1,"52190 Desert Spoon Ct, La Quinta, CA, 92253",52190 Desert Spoon Ct,La Quinta,CA,92253,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
b075008d-8d23-4c27-83f6-64d12189e885,"6700 Hillpark Dr unit 203, Los Angeles, CA, 90068",6700 Hillpark Dr unit 203,Los Angeles,CA,90068,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
6f5616c6-0de4-48de-90d3-5cad6de23050,"10429 Larwin Ave, Chatsworth, CA, 91311",10429 Larwin Ave,Chatsworth,CA,91311,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
aeed7ede-7b07-48a1-a0ca-b52c74ccf874,"7626 Graystone , West hills , CA, 91304",7626 Graystone,West hills,CA,91304,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
644aec29-634e-4bff-8349-c0cdb2078804,"218 N Catalina St, Burbank, CA, 91505",218 N Catalina St,Burbank,CA,91505,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
225338d5-9e78-459b-bb26-4a3989266c2c,"26729 Cardinal Dr. , Santa Clarita, CA, 91387",26729 Cardinal Dr.,Santa Clarita,CA,91387,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
9fd7da4b-d6fe-47b1-aecf-671c7648e3f9,"25124 Springfield Ct., Santa Clarita, CA, 91355",25124 Springfield Ct.,Santa Clarita,CA,91355,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
76a8bf06-3f9a-4f2a-9f29-3da822c6a927,"5008 Ledge Ave, Burbank, CA, 91505",5008 Ledge Ave,Burbank,CA,91505,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
09a811c2-7419-45d6-ba6a-b02c95cedece,"12162 beaufait Avenue, Porter Ranch , CA, 91326",12162 beaufait Avenue,Porter Ranch,CA,91326,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
6a6d21c5-092c-4769-97c4-8be9c503cba0,"22732 Mariano Street, Woodland Hills, CA, 91367",22732 Mariano Street,Woodland Hills,CA,91367,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
de1dec17-5e50-4619-9fc9-a087f328cab3,"68 Tennis Club Drive, Rancho Mirage, CA, 92270",68 Tennis Club Drive,Rancho Mirage,CA,92270,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
46df44f0-930d-4044-8c65-581f5a577773,"5680 Tryon rd , Los Angeles , CA, 90068",5680 Tryon rd,Los Angeles,CA,90068,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
748a62e6-452d-4d6a-9040-41461bd165fc,"2753 Angelo Drive, Los Angeles , CA, 90077",2753 Angelo Drive,Los Angeles,CA,90077,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
cdc78e5e-d2f2-4709-a3b4-82aeffe4d54d,"22038 Vanowen St 112, Los Angeles,  CA, 91303",22038 Vanowen St 112,Los Angeles,CA,91303,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
f6fe9a9a-9b3e-4ebd-a8cd-a24ea43d8635,"1768 e 83rd st , Los Angeles, CA, 90001",1768 e 83rd st,Los Angeles,CA,90001,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
2ce275c5-3829-4f2f-93c7-5c53f09c32c5,"3671 Calle Joaquin, Calabasas, CA, 91302",3671 Calle Joaquin,Calabasas,CA,91302,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
87aa506d-b134-4846-84f1-e5beeb7b5994,"7112 Costello Ave , Van Nuys, CA, 91405",7112 Costello Ave,Van Nuys,CA,91405,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
ddd7d106-dcef-4fc0-b7d9-ecc1ae181bec,"21945 Mikhail Street, Santa Clarita, CA, 91390",21945 Mikhail Street,Santa Clarita,CA,91390,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
dd5933e2-f037-4846-9108-28fa2c48804a,"1371 Stone Meadow Dr, Camarillo, CA, 93010",1371 Stone Meadow Dr,Camarillo,CA,93010,,,,,,,,,6/4/25,6/4/25,03839c70-7508-4e6d-b906-4df699fc5aa1
